OrderNo,ItemID,SalesDate,DeliveryDate,CustomerId,CityId,Qty,Price,Cost,DiscountPercent
9576,28,6/22/2019,6/30/2019,3708,39,1,47,39,31
9927,6,6/22/2019,6/28/2019,3170,49,1,183,124,43
10118,15,6/22/2019,7/1/2019,1310,69,3,117,104,45
10678,39,6/22/2019,6/29/2019,3147,65,2,52,36,18
10759,7,6/22/2019,6/26/2019,2786,43,1,133,86,7
11785,40,6/22/2019,6/27/2019,4186,16,3,133,125,17
11988,12,6/22/2019,6/28/2019,875,78,2,130,119,14
12215,16,6/22/2019,6/23/2019,1294,68,1,133,123,24
12315,27,6/22/2019,6/23/2019,3302,61,3,83,66,25
13397,21,6/22/2019,6/28/2019,2825,27,1,133,86,40
14058,18,6/22/2019,6/27/2019,2251,40,1,100,87,10
14202,38,6/22/2019,6/28/2019,295,67,2,100,84,17
14853,11,6/22/2019,6/25/2019,2674,47,3,100,87,27
15150,37,6/22/2019,6/24/2019,3556,30,2,91,77,19
16392,33,6/22/2019,6/28/2019,4455,57,3,133,86,41
16809,29,6/22/2019,6/30/2019,3221,30,3,100,83,16
17408,37,6/22/2019,6/27/2019,2734,59,1,50,40,31
18792,14,6/22/2019,6/23/2019,2945,7,3,73,36,40
19047,13,6/22/2019,6/29/2019,1134,53,2,40,36,31
19251,22,6/22/2019,6/22/2019,22,67,3,167,115,44
19828,13,6/22/2019,6/24/2019,3242,90,2,100,83,36
19873,26,6/22/2019,6/23/2019,4180,39,1,40,38,44
21180,40,6/22/2019,6/23/2019,3553,89,2,130,119,7
21182,24,6/22/2019,6/26/2019,1713,85,2,83,66,36
23250,17,6/22/2019,6/29/2019,2944,59,1,73,36,29
24375,48,6/22/2019,6/30/2019,5038,43,1,67,40,39
25018,55,6/22/2019,6/24/2019,4539,60,2,123,104,13
25325,50,6/22/2019,6/30/2019,4490,52,2,83,70,29
25405,50,6/22/2019,6/30/2019,4710,88,1,117,104,15
25674,39,6/22/2019,7/1/2019,3955,30,2,117,104,30
25808,21,6/22/2019,6/25/2019,6089,59,2,97,67,1
26059,14,6/22/2019,6/27/2019,2837,36,2,52,36,35
26974,51,6/22/2019,6/28/2019,3366,16,1,83,66,19
27201,49,6/22/2019,6/28/2019,3408,29,1,83,66,42
28113,15,6/22/2019,6/26/2019,2778,7,2,53,45,16
28688,26,6/22/2019,6/28/2019,5627,7,2,67,46,1
28719,24,6/22/2019,6/27/2019,1830,69,2,100,78,20
29579,20,6/22/2019,6/30/2019,5331,100,1,83,53,43
362,2,6/21/2019,7/1/2019,13,56,2,40,38,30
725,22,6/21/2019,7/1/2019,2164,92,1,133,123,17
1003,16,6/21/2019,6/25/2019,3819,100,2,83,53,14
1954,27,6/21/2019,6/27/2019,3143,99,1,130,119,1
2493,28,6/21/2019,6/30/2019,3424,6,2,117,104,13
2597,16,6/21/2019,6/28/2019,296,91,1,97,67,17
2785,21,6/21/2019,6/26/2019,1475,35,1,52,36,3
3448,14,6/21/2019,6/22/2019,2606,4,1,83,53,4
3482,29,6/21/2019,6/27/2019,123,71,2,83,70,44
4095,26,6/21/2019,6/27/2019,2328,42,2,100,84,38
4216,17,6/21/2019,6/28/2019,2670,4,2,40,38,45
4781,12,6/21/2019,6/24/2019,2227,28,1,83,70,30
4988,11,6/21/2019,6/25/2019,1103,55,1,133,123,23
5486,1,6/21/2019,6/23/2019,1078,45,2,117,104,16
5537,28,6/21/2019,6/27/2019,221,35,2,40,36,16
5681,7,6/21/2019,6/25/2019,578,68,1,83,70,39
5937,30,6/21/2019,6/21/2019,2725,14,2,50,40,3
5978,1,6/21/2019,6/24/2019,2782,39,2,100,83,12
6984,18,6/21/2019,6/29/2019,1601,6,2,67,46,19
7017,4,6/21/2019,6/22/2019,879,19,2,133,125,21
7671,21,6/21/2019,6/30/2019,552,83,2,133,123,15
8161,14,6/21/2019,6/25/2019,1630,96,2,83,70,14
8985,3,6/21/2019,7/1/2019,3513,10,1,91,77,24
9015,4,6/21/2019,6/28/2019,3747,87,1,52,36,32
9129,19,6/21/2019,6/22/2019,1082,100,1,83,53,33
9912,6,6/21/2019,6/30/2019,1385,77,2,123,104,41
10599,13,6/21/2019,6/23/2019,4453,19,1,53,45,32
10915,29,6/21/2019,6/21/2019,3208,71,3,91,77,6
12335,34,6/21/2019,6/30/2019,275,94,2,67,46,28
12471,24,6/21/2019,6/29/2019,3650,20,3,60,54,41
12623,14,6/21/2019,6/28/2019,2491,53,3,50,40,10
12750,32,6/21/2019,6/23/2019,4218,47,3,53,45,1
13552,13,6/21/2019,6/24/2019,1277,54,2,83,70,20
13890,27,6/21/2019,6/24/2019,15,63,3,91,77,24
14320,9,6/21/2019,6/24/2019,3505,77,1,100,78,8
14365,28,6/21/2019,6/26/2019,4245,38,2,93,65,27
14381,25,6/21/2019,6/26/2019,3525,6,3,40,36,8
15462,20,6/21/2019,6/23/2019,2122,91,3,133,123,43
15724,14,6/21/2019,6/23/2019,3859,83,1,133,125,3
17410,9,6/21/2019,6/23/2019,1284,82,3,67,40,11
17855,39,6/21/2019,6/28/2019,770,61,1,40,36,22
20333,22,6/21/2019,6/30/2019,2939,54,2,67,46,32
21029,21,6/21/2019,6/25/2019,1470,44,2,133,86,26
21464,11,6/21/2019,6/27/2019,2217,61,1,52,36,39
23160,48,6/21/2019,6/27/2019,124,97,1,40,36,29
23732,26,6/21/2019,6/26/2019,2160,79,2,92,64,2
25939,34,6/21/2019,6/22/2019,4603,19,2,123,104,3
27040,47,6/21/2019,6/24/2019,301,74,2,83,66,15
29390,26,6/21/2019,6/23/2019,1989,44,1,83,53,10
4,3,6/20/2019,6/26/2019,3546,67,2,65,52,5
512,27,6/20/2019,6/24/2019,1558,88,2,133,86,38
724,30,6/20/2019,6/25/2019,2241,31,2,92,36,13
813,11,6/20/2019,6/29/2019,2337,12,1,40,38,30
1068,29,6/20/2019,6/22/2019,289,71,1,47,39,30
1323,20,6/20/2019,6/22/2019,719,74,2,53,45,44
1494,19,6/20/2019,6/24/2019,102,28,1,83,53,40
2626,12,6/20/2019,6/29/2019,193,52,2,67,46,21
2654,1,6/20/2019,6/30/2019,495,74,2,67,53,42
2716,15,6/20/2019,6/25/2019,893,61,1,92,36,16
3457,17,6/20/2019,6/23/2019,3473,81,2,83,53,37
3859,26,6/20/2019,6/23/2019,877,62,1,133,125,29
3990,7,6/20/2019,6/24/2019,3907,87,2,52,36,32
4099,3,6/20/2019,6/23/2019,1735,74,1,183,124,8
4240,29,6/20/2019,6/24/2019,2909,52,2,93,65,39
4491,11,6/20/2019,6/28/2019,1325,4,2,67,53,28
4541,8,6/20/2019,6/28/2019,3757,42,2,117,104,18
5271,18,6/20/2019,6/28/2019,2650,25,2,92,64,31
5995,17,6/20/2019,6/30/2019,3748,60,1,92,64,24
6326,1,6/20/2019,6/20/2019,1365,88,2,52,36,11
6372,28,6/20/2019,6/25/2019,302,74,2,53,45,2
6523,12,6/20/2019,6/29/2019,1206,64,2,93,65,35
8438,15,6/20/2019,6/29/2019,2496,38,2,50,40,4
8891,7,6/20/2019,6/24/2019,3788,10,2,52,36,23
10465,31,6/20/2019,6/27/2019,2061,34,1,83,53,6
10492,36,6/20/2019,6/21/2019,2148,49,2,65,52,13
12267,24,6/20/2019,6/30/2019,3634,100,2,73,36,12
12894,38,6/20/2019,6/24/2019,1501,30,2,83,70,34
13260,30,6/20/2019,6/23/2019,4428,74,3,40,36,35
13312,30,6/20/2019,6/30/2019,3334,10,1,97,67,30
13628,37,6/20/2019,6/30/2019,2142,62,1,67,40,1
14217,37,6/20/2019,6/21/2019,1160,4,1,83,70,8
14301,34,6/20/2019,6/27/2019,2922,11,3,83,70,6
14958,8,6/20/2019,6/25/2019,1516,1,3,183,124,38
15869,17,6/20/2019,6/28/2019,446,100,3,60,54,31
15912,35,6/20/2019,6/30/2019,3137,97,3,123,104,35
16719,34,6/20/2019,6/29/2019,4530,17,2,133,125,31
17600,38,6/20/2019,6/23/2019,1098,78,3,133,123,35
18581,15,6/20/2019,6/23/2019,665,21,3,52,36,22
19332,31,6/20/2019,6/28/2019,2909,52,1,47,39,30
19582,13,6/20/2019,6/24/2019,2336,48,1,167,115,21
20302,13,6/20/2019,6/21/2019,4321,32,2,83,66,40
22024,13,6/20/2019,6/29/2019,4892,33,2,67,40,2
22456,54,6/20/2019,6/20/2019,306,84,2,67,46,37
23055,20,6/20/2019,6/20/2019,4054,75,1,83,66,31
23731,33,6/20/2019,6/27/2019,3403,17,1,133,86,15
24401,37,6/20/2019,6/24/2019,2605,57,2,117,104,33
24854,40,6/20/2019,6/24/2019,2048,16,1,123,104,37
25363,32,6/20/2019,6/26/2019,5314,73,1,91,77,27
26575,30,6/20/2019,6/25/2019,1629,40,1,83,53,14
26931,41,6/20/2019,6/23/2019,438,78,2,50,40,10
27798,11,6/20/2019,6/21/2019,930,83,2,67,53,44
28883,36,6/20/2019,6/21/2019,3370,23,1,91,77,22
29465,42,6/20/2019,6/26/2019,3367,90,1,92,64,18
129,4,6/19/2019,6/26/2019,3677,27,2,92,36,39
492,2,6/19/2019,6/22/2019,849,12,2,83,70,1
607,25,6/19/2019,6/27/2019,1581,71,1,65,52,25
641,8,6/19/2019,6/27/2019,743,68,1,167,115,31
1306,3,6/19/2019,6/21/2019,2355,17,2,167,115,11
1557,18,6/19/2019,6/25/2019,1189,9,1,47,39,19
1697,23,6/19/2019,6/24/2019,3327,22,1,91,77,4
2333,6,6/19/2019,6/24/2019,275,94,1,183,124,30
2640,3,6/19/2019,6/24/2019,3860,7,1,67,40,13
2690,9,6/19/2019,6/25/2019,2289,12,1,52,36,41
3203,23,6/19/2019,6/26/2019,423,67,1,100,86,14
3730,14,6/19/2019,6/25/2019,3957,84,1,73,36,29
4818,2,6/19/2019,6/25/2019,3241,36,2,133,125,6
4821,14,6/19/2019,6/25/2019,3963,8,2,100,83,32
5811,18,6/19/2019,6/26/2019,3756,82,1,67,53,3
5873,30,6/19/2019,6/27/2019,1234,24,1,100,86,13
6206,17,6/19/2019,6/23/2019,2032,75,1,100,87,33
6789,13,6/19/2019,6/22/2019,2036,80,2,40,36,22
6912,7,6/19/2019,6/29/2019,739,46,2,133,86,39
7424,22,6/19/2019,6/19/2019,2214,40,1,100,87,34
8094,21,6/19/2019,6/28/2019,601,16,1,83,70,26
8718,27,6/19/2019,6/24/2019,455,37,2,92,64,37
8999,14,6/19/2019,6/23/2019,2078,51,2,73,36,35
9346,10,6/19/2019,6/24/2019,3821,28,2,133,86,3
9429,5,6/19/2019,6/25/2019,1514,4,2,92,64,10
9455,6,6/19/2019,6/25/2019,3128,11,1,83,66,32
9563,20,6/19/2019,6/28/2019,3863,25,1,133,123,30
10799,6,6/19/2019,6/20/2019,3811,83,1,67,40,16
11656,20,6/19/2019,6/27/2019,2387,7,1,83,70,19
11841,25,6/19/2019,6/20/2019,3102,14,1,60,54,34
12527,39,6/19/2019,6/22/2019,4879,50,3,100,86,22
13401,9,6/19/2019,6/27/2019,3699,74,2,100,86,16
13729,20,6/19/2019,6/29/2019,2764,13,1,67,53,15
14324,15,6/19/2019,6/21/2019,1632,31,2,67,46,23
15398,18,6/19/2019,6/21/2019,1185,68,1,83,70,22
15594,34,6/19/2019,6/26/2019,2888,39,1,100,84,14
15642,39,6/19/2019,6/24/2019,4527,44,3,130,119,19
15906,37,6/19/2019,6/23/2019,4333,30,2,91,77,3
15927,34,6/19/2019,6/29/2019,4633,86,1,83,66,38
16126,22,6/19/2019,6/27/2019,4592,50,2,67,53,28
16130,11,6/19/2019,6/26/2019,3435,41,3,83,66,21
17053,35,6/19/2019,6/22/2019,3958,72,1,83,70,8
17264,39,6/19/2019,6/23/2019,1233,80,3,130,119,9
17736,19,6/19/2019,6/24/2019,1888,18,3,83,53,36
20002,40,6/19/2019,6/20/2019,4816,76,2,83,70,33
20054,11,6/19/2019,6/21/2019,3941,58,2,60,54,36
20515,46,6/19/2019,6/24/2019,3740,49,1,130,119,6
21848,46,6/19/2019,6/19/2019,763,16,1,92,64,30
22107,47,6/19/2019,6/27/2019,3810,43,2,133,123,35
22724,42,6/19/2019,6/23/2019,2469,59,1,60,54,18
24158,20,6/19/2019,6/25/2019,2834,41,1,133,125,8
25001,27,6/19/2019,6/27/2019,3322,61,1,53,45,8
26671,48,6/19/2019,6/24/2019,6022,76,2,92,36,35
28763,11,6/19/2019,6/29/2019,196,80,1,83,53,16
28933,17,6/19/2019,6/27/2019,4698,65,2,123,104,35
220,16,6/18/2019,6/21/2019,1699,44,2,73,36,20
599,14,6/18/2019,6/26/2019,1685,67,2,40,36,9
740,29,6/18/2019,6/25/2019,1544,70,2,83,70,41
825,5,6/18/2019,6/26/2019,89,20,1,50,40,41
839,30,6/18/2019,6/18/2019,3833,96,2,52,36,33
903,29,6/18/2019,6/26/2019,3108,9,1,100,84,40
1146,21,6/18/2019,6/20/2019,1120,28,1,40,38,9
1356,11,6/18/2019,6/19/2019,1370,2,1,123,104,39
1582,4,6/18/2019,6/20/2019,3853,8,1,52,36,2
2864,2,6/18/2019,6/24/2019,974,12,2,133,125,7
3062,5,6/18/2019,6/21/2019,2647,57,1,67,46,17
3512,5,6/18/2019,6/18/2019,1986,78,2,183,124,40
3597,14,6/18/2019,6/27/2019,1991,38,1,83,66,27
3895,7,6/18/2019,6/24/2019,488,24,1,130,119,34
4584,8,6/18/2019,6/21/2019,3980,60,2,100,84,11
4759,19,6/18/2019,6/23/2019,1201,8,1,40,36,43
4997,21,6/18/2019,6/25/2019,2326,39,2,83,70,38
5266,19,6/18/2019,6/22/2019,3260,35,1,133,125,2
5316,27,6/18/2019,6/28/2019,55,67,2,40,36,28
5864,22,6/18/2019,6/21/2019,2472,40,2,92,64,37
6099,29,6/18/2019,6/26/2019,2383,22,1,83,66,2
6985,11,6/18/2019,6/19/2019,3030,38,2,92,64,17
7086,19,6/18/2019,6/26/2019,2323,53,1,73,36,35
7628,26,6/18/2019,6/24/2019,2416,26,1,53,45,33
8139,29,6/18/2019,6/18/2019,1659,73,2,40,36,7
8347,11,6/18/2019,6/18/2019,3372,4,1,92,64,43
8363,5,6/18/2019,6/20/2019,2549,18,1,117,104,6
8517,4,6/18/2019,6/20/2019,2802,33,1,100,78,29
8805,8,6/18/2019,6/20/2019,2188,16,2,92,64,45
10745,11,6/18/2019,6/23/2019,2272,47,3,92,64,35
10863,39,6/18/2019,6/20/2019,2956,56,2,67,53,34
10971,40,6/18/2019,6/25/2019,2275,35,1,92,64,42
11292,27,6/18/2019,6/19/2019,3718,78,2,117,104,2
12183,19,6/18/2019,6/27/2019,66,82,1,92,36,33
13887,21,6/18/2019,6/28/2019,3936,98,1,97,67,3
14841,35,6/18/2019,6/26/2019,3947,61,1,47,39,17
14993,24,6/18/2019,6/23/2019,4404,67,1,92,36,43
16277,23,6/18/2019,6/27/2019,2974,49,2,183,124,4
16482,33,6/18/2019,6/21/2019,191,21,3,40,36,11
16518,18,6/18/2019,6/27/2019,705,63,3,130,119,39
16820,39,6/18/2019,6/21/2019,707,43,1,133,86,35
16885,15,6/18/2019,6/20/2019,1180,26,2,167,115,16
17451,14,6/18/2019,6/27/2019,1442,78,1,92,36,22
17522,31,6/18/2019,6/27/2019,3976,27,2,47,39,37
17618,9,6/18/2019,6/23/2019,3372,4,2,183,124,34
17870,26,6/18/2019,6/26/2019,2672,33,3,67,46,8
19654,36,6/18/2019,6/27/2019,4433,50,3,130,119,11
21484,26,6/18/2019,6/27/2019,4120,61,1,92,36,37
22334,31,6/18/2019,6/18/2019,3633,61,2,123,104,15
22571,22,6/18/2019,6/23/2019,521,31,2,133,123,17
23010,50,6/18/2019,6/26/2019,4129,68,2,100,78,17
23223,13,6/18/2019,6/23/2019,2940,1,2,67,40,17
24239,54,6/18/2019,6/18/2019,1894,33,1,40,38,33
25124,49,6/18/2019,6/19/2019,1721,37,1,133,125,41
27026,38,6/18/2019,6/24/2019,1170,74,2,133,86,30
27432,16,6/18/2019,6/20/2019,5909,58,2,67,53,25
28636,14,6/18/2019,6/19/2019,3442,75,1,133,125,41
29913,49,6/18/2019,6/19/2019,1693,43,1,47,39,6
141,17,6/17/2019,6/18/2019,2495,39,1,83,53,7
165,17,6/17/2019,6/26/2019,3947,61,1,133,125,7
773,9,6/17/2019,6/24/2019,2494,28,2,53,45,28
873,12,6/17/2019,6/19/2019,227,35,2,167,115,12
944,28,6/17/2019,6/18/2019,3733,30,1,100,78,30
1338,15,6/17/2019,6/18/2019,807,50,1,50,40,36
1797,11,6/17/2019,6/17/2019,3154,43,1,60,54,38
2300,6,6/17/2019,6/26/2019,1101,1,2,83,66,3
2438,4,6/17/2019,6/24/2019,1524,34,1,100,78,17
2580,2,6/17/2019,6/22/2019,3512,80,2,83,66,29
2676,3,6/17/2019,6/18/2019,1940,55,2,100,83,16
2751,27,6/17/2019,6/23/2019,2497,31,1,100,78,35
3186,9,6/17/2019,6/19/2019,2050,16,2,133,123,28
3291,28,6/17/2019,6/19/2019,283,48,1,47,39,41
3523,30,6/17/2019,6/17/2019,2688,54,2,50,40,14
3639,30,6/17/2019,6/20/2019,1374,72,1,130,119,9
3904,19,6/17/2019,6/20/2019,2808,55,1,83,66,32
4334,17,6/17/2019,6/18/2019,1100,48,1,91,77,26
4451,19,6/17/2019,6/27/2019,2911,10,1,100,86,12
4657,8,6/17/2019,6/24/2019,666,15,1,100,84,25
5837,24,6/17/2019,6/22/2019,1520,7,1,47,39,5
6186,11,6/17/2019,6/25/2019,1400,55,1,123,104,40
6429,27,6/17/2019,6/27/2019,3904,96,2,91,77,9
6625,9,6/17/2019,6/18/2019,2304,30,2,100,83,13
7369,1,6/17/2019,6/25/2019,3676,24,1,40,38,13
7458,26,6/17/2019,6/25/2019,2197,90,1,50,40,43
8767,20,6/17/2019,6/20/2019,812,68,1,83,53,22
9470,1,6/17/2019,6/24/2019,3194,16,2,91,77,7
9872,30,6/17/2019,6/25/2019,1376,84,1,100,87,30
9942,30,6/17/2019,6/26/2019,3699,74,1,133,86,29
12229,33,6/17/2019,6/17/2019,3527,33,1,100,84,35
12691,28,6/17/2019,6/25/2019,3320,74,1,52,36,22
12715,9,6/17/2019,6/18/2019,1847,48,2,100,84,41
13286,39,6/17/2019,6/23/2019,2534,20,2,50,40,36
13381,18,6/17/2019,6/25/2019,1154,20,3,92,36,38
14149,37,6/17/2019,6/24/2019,1669,84,1,83,53,31
14173,25,6/17/2019,6/18/2019,3241,36,3,117,104,8
14341,14,6/17/2019,6/20/2019,100,70,3,117,104,36
14704,8,6/17/2019,6/26/2019,3477,54,2,92,36,5
14827,11,6/17/2019,6/18/2019,3680,10,1,67,46,39
15898,36,6/17/2019,6/23/2019,4535,34,1,92,36,33
16022,32,6/17/2019,6/20/2019,4806,18,2,100,87,30
16144,19,6/17/2019,6/27/2019,1734,23,3,65,52,31
16151,40,6/17/2019,6/23/2019,2856,60,3,50,40,43
16915,15,6/17/2019,6/24/2019,357,68,1,100,86,36
16927,33,6/17/2019,6/20/2019,1562,4,2,100,87,16
17103,7,6/17/2019,6/27/2019,914,76,3,65,52,44
17137,14,6/17/2019,6/24/2019,1130,75,1,100,84,27
17541,24,6/17/2019,6/24/2019,3740,49,3,91,77,36
17605,38,6/17/2019,6/23/2019,787,15,3,133,86,19
17690,31,6/17/2019,6/23/2019,476,6,1,65,52,15
17738,17,6/17/2019,6/24/2019,4055,86,2,93,65,30
17768,32,6/17/2019,6/27/2019,4786,73,3,73,36,4
18768,29,6/17/2019,6/21/2019,4260,61,3,73,36,20
19806,19,6/17/2019,6/17/2019,541,26,1,60,54,1
20175,23,6/17/2019,6/26/2019,3017,4,1,93,65,3
20857,28,6/17/2019,6/19/2019,1040,43,2,100,78,10
21179,54,6/17/2019,6/27/2019,3034,7,1,100,86,12
21949,15,6/17/2019,6/20/2019,5843,76,2,100,78,45
22263,38,6/17/2019,6/17/2019,1477,94,2,67,40,26
24715,31,6/17/2019,6/21/2019,4707,84,1,100,83,8
25227,15,6/17/2019,6/26/2019,4279,94,1,83,70,18
26156,48,6/17/2019,6/24/2019,1089,10,1,73,36,13
26468,23,6/17/2019,6/25/2019,1203,84,1,100,87,45
26508,51,6/17/2019,6/26/2019,5074,27,1,67,46,25
27866,45,6/17/2019,6/20/2019,5950,51,1,133,123,28
28420,54,6/17/2019,6/23/2019,3776,71,2,83,66,36
29211,46,6/17/2019,6/22/2019,1055,23,2,100,83,32
29910,18,6/17/2019,6/18/2019,4692,95,2,67,53,19
204,10,6/16/2019,6/16/2019,431,18,2,100,84,26
877,14,6/16/2019,6/16/2019,1863,19,2,83,70,32
913,15,6/16/2019,6/19/2019,68,36,1,92,36,22
2972,2,6/16/2019,6/18/2019,2261,47,2,83,66,38
3769,21,6/16/2019,6/24/2019,3021,15,2,93,65,24
3930,15,6/16/2019,6/22/2019,78,75,2,91,77,38
4102,14,6/16/2019,6/24/2019,2352,49,1,91,77,12
4321,26,6/16/2019,6/22/2019,144,10,1,83,66,17
4644,15,6/16/2019,6/20/2019,2145,20,2,93,65,37
5294,5,6/16/2019,6/22/2019,2968,38,2,93,65,15
6133,20,6/16/2019,6/22/2019,917,67,1,183,124,15
6175,4,6/16/2019,6/22/2019,541,26,2,83,70,7
6315,20,6/16/2019,6/20/2019,719,74,1,52,36,43
6773,12,6/16/2019,6/21/2019,334,98,2,67,53,37
7222,23,6/16/2019,6/24/2019,3764,38,2,91,77,44
7319,12,6/16/2019,6/24/2019,751,27,1,50,40,5
7826,11,6/16/2019,6/22/2019,3688,79,1,92,36,18
8494,28,6/16/2019,6/22/2019,555,51,2,117,104,42
8509,7,6/16/2019,6/21/2019,3920,23,1,52,36,40
8589,5,6/16/2019,6/25/2019,2140,24,2,133,86,36
8600,17,6/16/2019,6/21/2019,742,87,2,67,46,21
8749,15,6/16/2019,6/25/2019,1704,98,2,53,45,18
8934,10,6/16/2019,6/17/2019,2038,97,2,92,64,11
9132,19,6/16/2019,6/24/2019,295,67,1,167,115,16
9500,5,6/16/2019,6/24/2019,3422,1,2,40,36,8
9582,20,6/16/2019,6/19/2019,3564,87,2,97,67,34
10018,9,6/16/2019,6/23/2019,2004,83,1,53,45,33
10385,13,6/16/2019,6/24/2019,2965,35,3,67,46,20
11186,35,6/16/2019,6/18/2019,189,58,2,40,36,35
12237,39,6/16/2019,6/18/2019,1894,33,1,91,77,45
12553,34,6/16/2019,6/21/2019,4533,88,3,40,36,41
12582,28,6/16/2019,6/19/2019,2739,55,2,67,53,33
13835,40,6/16/2019,6/16/2019,1143,83,1,123,104,7
14495,28,6/16/2019,6/24/2019,872,9,3,65,52,25
15026,31,6/16/2019,6/17/2019,3702,71,1,100,84,6
15706,6,6/16/2019,6/23/2019,411,31,1,123,104,5
15941,40,6/16/2019,6/22/2019,1857,60,1,183,124,19
16386,28,6/16/2019,6/22/2019,4377,63,2,100,78,13
16739,36,6/16/2019,6/21/2019,1138,51,3,67,46,29
16796,25,6/16/2019,6/25/2019,929,60,3,130,119,32
16910,39,6/16/2019,6/17/2019,4394,96,1,83,66,32
17939,15,6/16/2019,6/19/2019,4743,46,1,52,36,42
19519,36,6/16/2019,6/21/2019,4502,98,1,183,124,25
21537,14,6/16/2019,6/23/2019,1565,28,2,60,54,35
22059,27,6/16/2019,6/25/2019,1779,62,2,92,64,21
22430,41,6/16/2019,6/24/2019,5037,21,1,40,36,24
23944,45,6/16/2019,6/25/2019,604,65,2,92,64,14
24089,13,6/16/2019,6/22/2019,3875,56,2,133,125,41
24259,15,6/16/2019,6/18/2019,4519,15,1,50,40,18
25431,42,6/16/2019,6/19/2019,4557,77,1,47,39,40
26190,46,6/16/2019,6/18/2019,923,78,1,133,86,30
26440,30,6/16/2019,6/22/2019,797,5,1,47,39,18
26970,49,6/16/2019,6/19/2019,5423,99,2,100,78,41
27267,51,6/16/2019,6/16/2019,262,66,2,83,70,9
27949,24,6/16/2019,6/17/2019,2497,31,1,130,119,41
28598,13,6/16/2019,6/21/2019,5060,100,1,65,52,10
28961,40,6/16/2019,6/23/2019,4311,85,1,67,46,17
29028,42,6/16/2019,6/19/2019,2043,21,1,100,78,21
29130,29,6/16/2019,6/17/2019,465,22,1,93,65,29
29633,13,6/16/2019,6/21/2019,5745,52,1,47,39,26
29714,53,6/16/2019,6/18/2019,3677,27,2,83,66,23
29961,47,6/16/2019,6/20/2019,965,60,1,117,104,28
262,29,6/15/2019,6/19/2019,577,97,2,100,78,16
407,1,6/15/2019,6/17/2019,3950,53,1,67,40,4
1324,23,6/15/2019,6/17/2019,572,21,1,123,104,40
1421,9,6/15/2019,6/19/2019,318,8,1,133,125,34
1437,25,6/15/2019,6/20/2019,2596,48,2,83,70,16
1874,14,6/15/2019,6/20/2019,2554,18,1,67,46,10
1917,8,6/15/2019,6/25/2019,700,96,1,100,84,32
2763,18,6/15/2019,6/24/2019,3236,83,1,67,40,20
3918,4,6/15/2019,6/22/2019,411,31,2,167,115,15
4003,22,6/15/2019,6/23/2019,244,16,1,53,45,30
4835,5,6/15/2019,6/15/2019,1548,24,1,117,104,14
5006,3,6/15/2019,6/21/2019,1931,55,2,100,87,27
6117,19,6/15/2019,6/17/2019,3473,81,2,130,119,42
6574,27,6/15/2019,6/25/2019,2127,69,2,83,70,16
7112,12,6/15/2019,6/22/2019,2051,9,2,83,70,17
7625,22,6/15/2019,6/15/2019,2912,41,2,100,86,10
7732,24,6/15/2019,6/19/2019,3439,3,1,117,104,11
8649,17,6/15/2019,6/18/2019,2055,70,1,53,45,11
8869,16,6/15/2019,6/24/2019,3020,50,1,67,53,10
9095,19,6/15/2019,6/21/2019,1024,41,2,100,87,19
9235,12,6/15/2019,6/25/2019,99,37,1,50,40,10
9276,24,6/15/2019,6/18/2019,2284,43,1,100,86,8
10168,13,6/15/2019,6/16/2019,535,34,3,93,65,24
10555,32,6/15/2019,6/16/2019,3749,4,1,100,83,32
11135,16,6/15/2019,6/19/2019,1984,46,3,97,67,44
11162,27,6/15/2019,6/22/2019,4047,98,2,93,65,30
12013,11,6/15/2019,6/24/2019,4509,69,1,100,84,16
12352,21,6/15/2019,6/23/2019,3482,91,3,100,87,9
12482,22,6/15/2019,6/22/2019,2605,57,2,83,53,34
12769,12,6/15/2019,6/18/2019,4065,14,3,100,83,37
12904,33,6/15/2019,6/16/2019,239,24,3,100,78,29
13201,24,6/15/2019,6/20/2019,4015,71,1,60,54,30
13937,7,6/15/2019,6/18/2019,1673,36,2,83,66,12
14187,8,6/15/2019,6/24/2019,4442,98,3,167,115,26
14232,38,6/15/2019,6/20/2019,1528,68,2,73,36,25
15122,18,6/15/2019,6/24/2019,4285,5,3,83,66,33
15324,32,6/15/2019,6/23/2019,3171,69,3,67,46,43
16306,21,6/15/2019,6/21/2019,2056,39,2,123,104,7
16893,28,6/15/2019,6/20/2019,4475,56,2,47,39,35
17795,15,6/15/2019,6/22/2019,4967,55,1,97,67,21
17863,28,6/15/2019,6/20/2019,4803,13,1,133,86,13
18174,12,6/15/2019,6/20/2019,4238,18,3,123,104,31
19000,16,6/15/2019,6/21/2019,4690,99,1,100,87,45
19243,39,6/15/2019,6/16/2019,1770,100,3,133,123,45
20442,27,6/15/2019,6/24/2019,2684,11,2,92,64,18
21049,33,6/15/2019,6/23/2019,3988,84,1,83,66,16
21117,51,6/15/2019,6/16/2019,2840,60,2,47,39,26
21217,50,6/15/2019,6/20/2019,738,95,1,100,87,27
21879,16,6/15/2019,6/18/2019,3067,3,1,67,46,24
22391,27,6/15/2019,6/20/2019,2363,23,2,53,45,9
22881,53,6/15/2019,6/16/2019,4329,17,1,40,36,42
23332,20,6/15/2019,6/16/2019,6133,90,2,100,86,15
23410,42,6/15/2019,6/16/2019,5782,12,2,130,119,41
24035,18,6/15/2019,6/20/2019,5113,94,2,130,119,39
